,timestamp,number,transaction_count
42,2021-08-09 11:34:56+00:00,12990673,53
43,2021-08-09 05:48:19+00:00,12989118,387
44,2021-08-09 07:32:24+00:00,12989591,390
45,2021-08-09 16:20:31+00:00,12991978,192
46,2021-08-09 15:40:12+00:00,12991788,388
47,2021-08-09 12:43:54+00:00,12991004,303
48,2021-08-09 22:03:00+00:00,12993552,67
49,2021-08-09 05:15:31+00:00,12988996,45
50,2021-08-09 00:58:31+00:00,12987847,114
51,2021-08-09 15:20:30+00:00,12991710,90
52,2021-08-09 10:57:50+00:00,12990489,120
53,2021-08-09 20:00:46+00:00,12993014,68
54,2021-08-09 07:14:55+00:00,12989526,180
55,2021-08-09 07:01:16+00:00,12989461,298
56,2021-08-09 14:48:40+00:00,12991575,349
57,2021-08-09 12:20:11+00:00,12990896,421
58,2021-08-09 20:42:44+00:00,12993193,248
59,2021-08-09 08:23:42+00:00,12989818,49
60,2021-08-09 18:58:31+00:00,12992714,87
61,2021-08-09 10:58:56+00:00,12990494,239
62,2021-08-09 22:02:49+00:00,12993551,149
63,2021-08-09 15:39:25+00:00,12991784,317
64,2021-08-09 07:09:50+00:00,12989505,187
65,2021-08-09 00:23:54+00:00,12987679,144
66,2021-08-09 11:55:35+00:00,12990769,15
67,2021-08-09 21:04:16+00:00,12993280,293
68,2021-08-09 04:05:04+00:00,12988663,5
69,2021-08-09 11:24:23+00:00,12990629,205
70,2021-08-09 11:07:20+00:00,12990539,188
71,2021-08-09 05:46:32+00:00,12989111,141
72,2021-08-09 10:07:11+00:00,12990256,146
73,2021-08-09 18:46:54+00:00,12992660,235
74,2021-08-09 08:23:47+00:00,12989819,311
75,2021-08-09 07:13:25+00:00,12989519,319
76,2021-08-09 11:22:22+00:00,12990618,310
77,2021-08-09 23:47:02+00:00,12994005,172
78,2021-08-09 12:56:00+00:00,12991066,67
79,2021-08-09 08:46:00+00:00,12989901,321
80,2021-08-09 04:54:14+00:00,12988886,481
81,2021-08-09 16:10:03+00:00,12991927,21
82,2021-08-09 08:53:08+00:00,12989933,43
83,2021-08-09 11:07:50+00:00,12990543,22
84,2021-08-09 07:23:09+00:00,12989555,320
85,2021-08-09 07:15:24+00:00,12989528,41
86,2021-08-09 21:03:32+00:00,12993278,26
87,2021-08-09 08:54:55+00:00,12989942,92
88,2021-08-09 07:15:29+00:00,12989529,215
89,2021-08-09 08:28:19+00:00,12989836,354
90,2021-08-09 04:54:16+00:00,12988887,305
91,2021-08-09 04:35:00+00:00,12988792,35
92,2021-08-09 06:22:46+00:00,12989280,67
93,2021-08-09 19:34:39+00:00,12992887,124
94,2021-08-09 13:51:12+00:00,12991335,112
95,2021-08-09 12:55:31+00:00,12991065,355
96,2021-08-09 10:53:05+00:00,12990469,78
97,2021-08-09 10:43:39+00:00,12990427,258
98,2021-08-09 15:39:43+00:00,12991785,87
99,2021-08-09 06:24:34+00:00,12989286,65
100,2021-08-09 05:46:13+00:00,12989109,61
101,2021-08-09 21:51:28+00:00,12993498,397
102,2021-08-09 06:53:39+00:00,12989429,93
103,2021-08-09 07:23:16+00:00,12989556,56
104,2021-08-09 07:35:18+00:00,12989596,118
105,2021-08-09 02:21:14+00:00,12988216,174
106,2021-08-09 06:24:08+00:00,12989285,154
107,2021-08-09 10:09:28+00:00,12990265,139
108,2021-08-09 03:36:39+00:00,12988546,219
109,2021-08-09 04:53:32+00:00,12988878,103
110,2021-08-09 06:53:18+00:00,12989428,294
111,2021-08-09 01:48:30+00:00,12988067,37
112,2021-08-09 20:42:52+00:00,12993194,178
113,2021-08-09 18:11:38+00:00,12992497,306
114,2021-08-09 06:52:21+00:00,12989426,274
115,2021-08-09 10:09:57+00:00,12990268,247
116,2021-08-09 19:59:33+00:00,12993007,120
117,2021-08-09 00:44:46+00:00,12987788,130
118,2021-08-09 06:23:54+00:00,12989283,7
119,2021-08-09 00:21:36+00:00,12987667,51
120,2021-08-09 10:08:33+00:00,12990262,194
121,2021-08-09 00:22:08+00:00,12987670,7
122,2021-08-09 08:37:20+00:00,12989872,17
123,2021-08-09 06:21:56+00:00,12989277,158
124,2021-08-09 07:46:04+00:00,12989640,110
125,2021-08-09 15:27:58+00:00,12991742,258
126,2021-08-09 18:59:20+00:00,12992720,171
127,2021-08-09 07:44:00+00:00,12989636,415
128,2021-08-09 05:45:22+00:00,12989107,217
129,2021-08-09 04:54:02+00:00,12988884,49
130,2021-08-09 17:57:54+00:00,12992436,38
131,2021-08-09 22:01:51+00:00,12993546,97
132,2021-08-09 07:02:48+00:00,12989466,139
133,2021-08-09 15:28:37+00:00,12991745,40
134,2021-08-09 02:16:44+00:00,12988196,240
135,2021-08-09 04:22:20+00:00,12988737,200
136,2021-08-09 19:34:44+00:00,12992888,121
137,2021-08-09 04:31:02+00:00,12988767,50
138,2021-08-09 07:13:00+00:00,12989518,252
139,2021-08-09 23:17:18+00:00,12993879,158
140,2021-08-09 07:43:52+00:00,12989634,109
141,2021-08-09 11:23:55+00:00,12990626,69
142,2021-08-09 10:56:59+00:00,12990487,329
143,2021-08-09 06:22:31+00:00,12989279,103
144,2021-08-09 08:16:13+00:00,12989788,198
145,2021-08-09 01:41:11+00:00,12988028,269
146,2021-08-09 12:42:54+00:00,12990997,107
147,2021-08-09 13:13:12+00:00,12991145,202
148,2021-08-09 00:43:48+00:00,12987783,76
149,2021-08-09 10:58:48+00:00,12990493,52
150,2021-08-09 05:15:25+00:00,12988995,57
151,2021-08-09 04:52:35+00:00,12988873,13
152,2021-08-09 09:25:43+00:00,12990083,207
153,2021-08-09 19:34:31+00:00,12992886,33
154,2021-08-09 23:30:30+00:00,12993931,329
155,2021-08-09 09:39:52+00:00,12990138,47
156,2021-08-09 19:39:16+00:00,12992907,124
157,2021-08-09 03:37:01+00:00,12988548,567
158,2021-08-09 16:43:54+00:00,12992090,64
159,2021-08-09 00:51:18+00:00,12987821,179
160,2021-08-09 00:58:55+00:00,12987850,159
161,2021-08-09 04:53:40+00:00,12988881,146
162,2021-08-09 04:42:53+00:00,12988827,170
163,2021-08-09 15:15:50+00:00,12991691,339
164,2021-08-09 10:06:34+00:00,12990252,359
165,2021-08-09 04:19:35+00:00,12988723,244
166,2021-08-09 10:08:05+00:00,12990261,314
167,2021-08-09 08:55:44+00:00,12989945,95
168,2021-08-09 13:15:16+00:00,12991156,352
169,2021-08-09 10:59:57+00:00,12990501,271
170,2021-08-09 01:16:48+00:00,12987930,129
171,2021-08-09 06:29:41+00:00,12989307,282
172,2021-08-09 06:20:37+00:00,12989273,338
173,2021-08-09 23:16:03+00:00,12993873,92
174,2021-08-09 02:20:40+00:00,12988215,452
175,2021-08-09 06:18:20+00:00,12989266,234
176,2021-08-09 05:46:30+00:00,12989110,6
177,2021-08-09 23:17:53+00:00,12993882,337
178,2021-08-09 10:33:36+00:00,12990387,127
179,2021-08-09 21:04:24+00:00,12993281,272
180,2021-08-09 16:44:17+00:00,12992092,345
181,2021-08-09 08:54:04+00:00,12989938,87
182,2021-08-09 05:28:26+00:00,12989042,262
183,2021-08-09 16:09:37+00:00,12991926,381
184,2021-08-09 13:48:58+00:00,12991325,149
185,2021-08-09 22:37:41+00:00,12993710,244
186,2021-08-09 05:45:03+00:00,12989104,5
187,2021-08-09 13:12:16+00:00,12991139,100
188,2021-08-09 17:40:55+00:00,12992353,131
189,2021-08-09 17:39:32+00:00,12992350,413
190,2021-08-09 11:07:28+00:00,12990540,105
191,2021-08-09 13:30:37+00:00,12991235,62
192,2021-08-09 11:59:34+00:00,12990783,217
193,2021-08-09 04:34:34+00:00,12988790,11
194,2021-08-09 23:34:09+00:00,12993946,204
195,2021-08-09 09:34:28+00:00,12990119,48
196,2021-08-09 02:30:55+00:00,12988261,320
197,2021-08-09 01:33:40+00:00,12987996,308
198,2021-08-09 08:53:14+00:00,12989934,61
199,2021-08-09 08:45:57+00:00,12989899,179
200,2021-08-09 11:01:09+00:00,12990508,227
201,2021-08-09 13:54:24+00:00,12991348,24
202,2021-08-09 21:45:43+00:00,12993465,17
203,2021-08-09 07:46:21+00:00,12989641,100
204,2021-08-09 09:38:38+00:00,12990134,378
205,2021-08-09 12:00:07+00:00,12990786,273
206,2021-08-09 03:01:26+00:00,12988385,43
207,2021-08-09 23:11:52+00:00,12993858,166
208,2021-08-09 10:58:09+00:00,12990490,133
209,2021-08-09 12:35:53+00:00,12990968,304
210,2021-08-09 11:52:29+00:00,12990752,258
211,2021-08-09 13:26:09+00:00,12991212,85
212,2021-08-09 00:58:14+00:00,12987846,108
213,2021-08-09 09:17:02+00:00,12990036,60
214,2021-08-09 16:06:54+00:00,12991915,497
215,2021-08-09 11:02:12+00:00,12990513,46
216,2021-08-09 06:30:27+00:00,12989309,258
217,2021-08-09 12:43:58+00:00,12991005,308
218,2021-08-09 16:43:00+00:00,12992083,55
219,2021-08-09 11:00:41+00:00,12990505,108
220,2021-08-09 22:03:07+00:00,12993553,303
221,2021-08-09 12:24:06+00:00,12990908,218
222,2021-08-09 08:27:50+00:00,12989834,15
223,2021-08-09 00:58:51+00:00,12987849,53
224,2021-08-09 15:58:32+00:00,12991869,348
225,2021-08-09 19:27:37+00:00,12992856,397
226,2021-08-09 01:41:18+00:00,12988029,81
227,2021-08-09 15:17:07+00:00,12991694,208
228,2021-08-09 05:49:26+00:00,12989119,59
229,2021-08-09 07:14:27+00:00,12989522,238
230,2021-08-09 02:36:00+00:00,12988290,231
231,2021-08-09 23:15:01+00:00,12993870,418
232,2021-08-09 20:01:22+00:00,12993019,173
233,2021-08-09 15:41:09+00:00,12991791,165
234,2021-08-09 05:49:51+00:00,12989123,183
235,2021-08-09 17:42:10+00:00,12992358,312
236,2021-08-09 12:43:12+00:00,12990999,59
237,2021-08-09 09:34:41+00:00,12990120,380
238,2021-08-09 10:20:50+00:00,12990325,145
239,2021-08-09 08:24:12+00:00,12989821,199
240,2021-08-09 06:22:48+00:00,12989281,284
241,2021-08-09 02:23:21+00:00,12988222,19
242,2021-08-09 11:40:48+00:00,12990700,468
243,2021-08-09 10:43:59+00:00,12990429,252
244,2021-08-09 04:53:56+00:00,12988883,6
245,2021-08-09 17:57:43+00:00,12992434,17
246,2021-08-09 07:02:22+00:00,12989465,240
247,2021-08-09 21:49:12+00:00,12993485,72
248,2021-08-09 05:28:58+00:00,12989044,23
249,2021-08-09 10:10:14+00:00,12990271,99
250,2021-08-09 23:17:50+00:00,12993881,74
251,2021-08-09 22:41:39+00:00,12993724,18
252,2021-08-09 10:10:30+00:00,12990275,314
253,2021-08-09 19:35:12+00:00,12992890,53
254,2021-08-09 07:43:41+00:00,12989631,8
255,2021-08-09 09:17:10+00:00,12990037,143
256,2021-08-09 17:40:16+00:00,12992352,317
257,2021-08-09 01:28:39+00:00,12987973,237
258,2021-08-09 16:42:49+00:00,12992081,190
259,2021-08-09 06:53:47+00:00,12989430,114
260,2021-08-09 20:01:03+00:00,12993017,67
261,2021-08-09 00:45:07+00:00,12987791,115
262,2021-08-09 04:31:05+00:00,12988768,16
263,2021-08-09 06:52:49+00:00,12989427,153
264,2021-08-09 12:28:43+00:00,12990933,127
265,2021-08-09 06:18:44+00:00,12989268,121
266,2021-08-09 07:16:35+00:00,12989532,91
267,2021-08-09 22:36:53+00:00,12993706,26
268,2021-08-09 06:26:28+00:00,12989289,49
269,2021-08-09 02:31:21+00:00,12988262,132
270,2021-08-09 06:24:39+00:00,12989287,118
271,2021-08-09 08:26:38+00:00,12989829,264
272,2021-08-09 01:17:02+00:00,12987932,25
273,2021-08-09 01:28:20+00:00,12987971,56
274,2021-08-09 11:01:04+00:00,12990507,22
275,2021-08-09 15:56:49+00:00,12991868,528
276,2021-08-09 07:10:43+00:00,12989508,94
277,2021-08-09 13:12:41+00:00,12991142,56
278,2021-08-09 12:44:30+00:00,12991007,71
279,2021-08-09 23:15:49+00:00,12993871,81
280,2021-08-09 01:17:30+00:00,12987934,168
281,2021-08-09 07:10:00+00:00,12989506,376
282,2021-08-09 05:05:46+00:00,12988940,44
283,2021-08-09 08:33:28+00:00,12989856,38
284,2021-08-09 10:10:18+00:00,12990273,148
285,2021-08-09 13:54:36+00:00,12991350,17
286,2021-08-09 04:19:59+00:00,12988724,74
287,2021-08-09 22:37:33+00:00,12993709,349
288,2021-08-09 08:16:23+00:00,12989789,68
289,2021-08-09 10:10:36+00:00,12990276,11
290,2021-08-09 05:49:28+00:00,12989120,32
291,2021-08-09 00:22:58+00:00,12987676,62
292,2021-08-09 18:58:37+00:00,12992715,22
293,2021-08-09 11:02:30+00:00,12990515,12
294,2021-08-09 06:31:37+00:00,12989313,49
295,2021-08-09 06:19:44+00:00,12989272,298
296,2021-08-09 16:09:35+00:00,12991925,6
297,2021-08-09 01:17:04+00:00,12987933,310
298,2021-08-09 10:14:47+00:00,12990297,157
299,2021-08-09 06:13:44+00:00,12989242,76
300,2021-08-09 17:47:32+00:00,12992390,119
301,2021-08-09 09:12:17+00:00,12990018,288
302,2021-08-09 07:09:32+00:00,12989503,126
303,2021-08-09 14:24:51+00:00,12991465,443
304,2021-08-09 11:55:33+00:00,12990768,21
305,2021-08-09 06:30:45+00:00,12989311,367
306,2021-08-09 09:25:29+00:00,12990082,243
307,2021-08-09 08:38:03+00:00,12989875,21
308,2021-08-09 13:04:36+00:00,12991109,80
309,2021-08-09 13:12:18+00:00,12991140,238
310,2021-08-09 10:10:03+00:00,12990269,60
311,2021-08-09 15:30:52+00:00,12991756,180
312,2021-08-09 13:15:44+00:00,12991161,1062
313,2021-08-09 11:59:52+00:00,12990784,227
314,2021-08-09 07:33:10+00:00,12989593,486
315,2021-08-09 20:43:20+00:00,12993195,63
316,2021-08-09 09:49:16+00:00,12990176,147
317,2021-08-09 19:39:33+00:00,12992908,159
318,2021-08-09 07:13:54+00:00,12989520,217
319,2021-08-09 13:52:22+00:00,12991339,245
320,2021-08-09 09:35:11+00:00,12990121,94
321,2021-08-09 00:23:10+00:00,12987677,299
322,2021-08-09 10:58:20+00:00,12990491,88
323,2021-08-09 13:15:31+00:00,12991159,1367
324,2021-08-09 22:02:00+00:00,12993547,29
325,2021-08-09 15:30:23+00:00,12991755,218
326,2021-08-09 00:58:43+00:00,12987848,180
327,2021-08-09 16:33:00+00:00,12992038,186
328,2021-08-09 06:21:39+00:00,12989274,37
329,2021-08-09 20:23:45+00:00,12993114,313
330,2021-08-09 07:23:04+00:00,12989554,51
331,2021-08-09 17:41:09+00:00,12992354,326
332,2021-08-09 04:34:18+00:00,12988788,69
333,2021-08-09 22:08:19+00:00,12993578,120
334,2021-08-09 07:09:43+00:00,12989504,45
335,2021-08-09 13:10:51+00:00,12991135,6
336,2021-08-09 11:22:45+00:00,12990621,52
337,2021-08-09 13:12:51+00:00,12991143,247
338,2021-08-09 17:41:37+00:00,12992355,19
339,2021-08-09 06:22:18+00:00,12989278,252
340,2021-08-09 16:20:45+00:00,12991979,106
341,2021-08-09 05:49:39+00:00,12989121,356
342,2021-08-09 07:34:09+00:00,12989595,677
343,2021-08-09 13:52:07+00:00,12991338,159
344,2021-08-09 00:35:00+00:00,12987734,105
345,2021-08-09 04:22:49+00:00,12988738,322
346,2021-08-09 02:35:49+00:00,12988288,239
347,2021-08-09 10:44:44+00:00,12990431,297
348,2021-08-09 10:07:05+00:00,12990255,474
349,2021-08-09 07:16:10+00:00,12989531,210
350,2021-08-09 10:57:22+00:00,12990488,246
351,2021-08-09 06:09:13+00:00,12989223,248
352,2021-08-09 19:04:22+00:00,12992748,186
353,2021-08-09 06:18:59+00:00,12989269,150
354,2021-08-09 06:27:04+00:00,12989292,279
355,2021-08-09 19:40:03+00:00,12992913,207
356,2021-08-09 07:02:52+00:00,12989467,148
357,2021-08-09 21:05:00+00:00,12993282,317
358,2021-08-09 12:28:57+00:00,12990934,318
359,2021-08-09 10:21:06+00:00,12990326,243
360,2021-08-09 07:02:56+00:00,12989468,262
361,2021-08-09 02:45:35+00:00,12988331,275
362,2021-08-09 19:11:43+00:00,12992779,416
363,2021-08-09 15:40:47+00:00,12991790,244
364,2021-08-09 15:28:39+00:00,12991746,290
365,2021-08-09 13:15:22+00:00,12991157,106
366,2021-08-09 00:35:04+00:00,12987735,4
367,2021-08-09 07:42:58+00:00,12989629,170
368,2021-08-09 19:11:55+00:00,12992782,73
369,2021-08-09 09:28:16+00:00,12990095,300
370,2021-08-09 08:41:00+00:00,12989886,356
371,2021-08-09 04:55:01+00:00,12988890,59
372,2021-08-09 11:52:54+00:00,12990753,39
373,2021-08-09 15:18:05+00:00,12991697,46
374,2021-08-09 08:27:29+00:00,12989832,65
375,2021-08-09 16:42:41+00:00,12992080,67
376,2021-08-09 19:11:28+00:00,12992776,111
377,2021-08-09 00:59:26+00:00,12987852,213
378,2021-08-09 20:28:33+00:00,12993130,57
379,2021-08-09 00:22:24+00:00,12987672,24
380,2021-08-09 12:43:20+00:00,12991001,292
381,2021-08-09 04:19:18+00:00,12988720,101
382,2021-08-09 15:39:50+00:00,12991786,233
383,2021-08-09 19:11:36+00:00,12992778,77
384,2021-08-09 23:18:53+00:00,12993886,197
385,2021-08-09 23:18:42+00:00,12993885,85
386,2021-08-09 13:16:20+00:00,12991165,248
387,2021-08-09 17:47:48+00:00,12992391,262
388,2021-08-09 05:46:44+00:00,12989112,92
389,2021-08-09 10:08:00+00:00,12990260,424
390,2021-08-09 09:28:15+00:00,12990094,261
391,2021-08-09 20:01:15+00:00,12993018,279
392,2021-08-09 02:22:47+00:00,12988219,87
393,2021-08-09 05:56:15+00:00,12989154,178
394,2021-08-09 23:39:36+00:00,12993973,418
395,2021-08-09 00:51:49+00:00,12987823,73
396,2021-08-09 07:43:42+00:00,12989632,251
397,2021-08-09 13:17:18+00:00,12991169,273
398,2021-08-09 11:00:11+00:00,12990502,20
399,2021-08-09 02:45:33+00:00,12988330,23
400,2021-08-09 08:46:07+00:00,12989903,164
401,2021-08-09 11:53:25+00:00,12990756,217
402,2021-08-09 19:39:50+00:00,12992910,97
403,2021-08-09 08:53:54+00:00,12989937,233
404,2021-08-09 07:16:52+00:00,12989533,229
405,2021-08-09 02:22:53+00:00,12988221,164
406,2021-08-09 08:24:06+00:00,12989820,93
407,2021-08-09 11:41:38+00:00,12990702,242
408,2021-08-09 06:09:30+00:00,12989224,179
409,2021-08-09 04:20:55+00:00,12988728,173
410,2021-08-09 01:17:00+00:00,12987931,68
411,2021-08-09 11:02:13+00:00,12990514,289
412,2021-08-09 08:27:40+00:00,12989833,206
413,2021-08-09 08:46:06+00:00,12989902,124
414,2021-08-09 08:54:43+00:00,12989941,137
415,2021-08-09 22:08:44+00:00,12993580,142
416,2021-08-09 22:04:01+00:00,12993556,199
417,2021-08-09 18:47:34+00:00,12992662,191
418,2021-08-09 13:49:54+00:00,12991329,166
419,2021-08-09 00:51:38+00:00,12987822,176
420,2021-08-09 02:45:17+00:00,12988329,367
421,2021-08-09 04:54:03+00:00,12988885,401
422,2021-08-09 13:17:10+00:00,12991168,258
423,2021-08-09 19:35:13+00:00,12992891,438
424,2021-08-09 06:29:33+00:00,12989306,115
425,2021-08-09 04:20:23+00:00,12988726,286
426,2021-08-09 11:01:48+00:00,12990512,314
427,2021-08-09 07:45:07+00:00,12989637,119
428,2021-08-09 06:30:40+00:00,12989310,7
429,2021-08-09 15:18:07+00:00,12991698,306
430,2021-08-09 13:51:03+00:00,12991334,197
431,2021-08-09 07:03:10+00:00,12989469,91
432,2021-08-09 05:47:02+00:00,12989113,44
433,2021-08-09 08:37:40+00:00,12989874,321
434,2021-08-09 04:53:38+00:00,12988880,237
435,2021-08-09 11:07:35+00:00,12990541,137
436,2021-08-09 13:15:10+00:00,12991155,77
437,2021-08-09 11:01:26+00:00,12990509,61
438,2021-08-09 13:51:19+00:00,12991336,205
439,2021-08-09 09:33:23+00:00,12990115,58
440,2021-08-09 00:45:01+00:00,12987790,161
441,2021-08-09 22:38:16+00:00,12993711,215
442,2021-08-09 01:41:25+00:00,12988030,117
443,2021-08-09 19:59:10+00:00,12993006,303
444,2021-08-09 00:20:32+00:00,12987664,136
445,2021-08-09 08:16:51+00:00,12989791,108
446,2021-08-09 02:35:45+00:00,12988287,37
447,2021-08-09 01:48:23+00:00,12988066,73
448,2021-08-09 04:04:52+00:00,12988662,142
449,2021-08-09 05:49:44+00:00,12989122,91
450,2021-08-09 05:05:28+00:00,12988937,53
451,2021-08-09 05:05:34+00:00,12988938,73
452,2021-08-09 13:49:32+00:00,12991328,137
453,2021-08-09 19:39:44+00:00,12992909,179
454,2021-08-09 12:42:56+00:00,12990998,334
455,2021-08-09 05:47:32+00:00,12989115,339
456,2021-08-09 13:50:26+00:00,12991331,120
457,2021-08-09 10:59:22+00:00,12990497,107
458,2021-08-09 04:55:44+00:00,12988892,41
459,2021-08-09 09:39:58+00:00,12990139,254
460,2021-08-09 06:26:52+00:00,12989291,101
461,2021-08-09 12:56:06+00:00,12991067,190
462,2021-08-09 10:14:32+00:00,12990296,366
463,2021-08-09 08:55:52+00:00,12989946,347
464,2021-08-09 23:19:43+00:00,12993894,433
465,2021-08-09 10:59:52+00:00,12990500,89
466,2021-08-09 11:23:33+00:00,12990625,463
467,2021-08-09 00:34:50+00:00,12987733,113
468,2021-08-09 06:31:14+00:00,12989312,229
469,2021-08-09 15:20:06+00:00,12991708,262
470,2021-08-09 15:58:57+00:00,12991871,74
471,2021-08-09 02:44:43+00:00,12988327,201
472,2021-08-09 07:35:25+00:00,12989597,177
473,2021-08-09 01:07:08+00:00,12987883,275
474,2021-08-09 03:37:19+00:00,12988549,113
475,2021-08-09 00:59:28+00:00,12987853,27
476,2021-08-09 08:53:47+00:00,12989936,58
477,2021-08-09 19:31:54+00:00,12992874,360
478,2021-08-09 08:50:30+00:00,12989923,321
479,2021-08-09 12:00:05+00:00,12990785,65
480,2021-08-09 01:27:50+00:00,12987969,278
481,2021-08-09 00:59:12+00:00,12987851,92
482,2021-08-09 04:53:34+00:00,12988879,14
483,2021-08-09 23:16:19+00:00,12993874,219
484,2021-08-09 10:10:10+00:00,12990270,133
485,2021-08-09 16:43:12+00:00,12992085,159
486,2021-08-09 20:22:55+00:00,12993111,271
487,2021-08-09 09:39:23+00:00,12990135,176
488,2021-08-09 04:19:31+00:00,12988722,66
489,2021-08-09 11:16:14+00:00,12990591,378
490,2021-08-09 22:25:33+00:00,12993657,240
491,2021-08-09 13:16:04+00:00,12991162,171
492,2021-08-09 13:25:59+00:00,12991211,86
493,2021-08-09 09:39:31+00:00,12990137,326
494,2021-08-09 06:54:32+00:00,12989433,40
495,2021-08-09 15:20:42+00:00,12991711,294
496,2021-08-09 12:16:45+00:00,12990875,259
497,2021-08-09 16:43:18+00:00,12992086,37
498,2021-08-09 22:49:40+00:00,12993753,14
499,2021-08-09 05:15:38+00:00,12988997,194
500,2021-08-09 21:49:04+00:00,12993484,23
501,2021-08-09 11:53:08+00:00,12990755,146
502,2021-08-09 04:20:58+00:00,12988729,105
503,2021-08-09 14:23:55+00:00,12991462,241
504,2021-08-09 01:07:25+00:00,12987884,21
505,2021-08-09 00:35:14+00:00,12987737,33
506,2021-08-09 01:29:35+00:00,12987974,52
507,2021-08-09 04:27:55+00:00,12988758,348
508,2021-08-09 09:55:43+00:00,12990204,159
509,2021-08-09 11:40:22+00:00,12990699,384
510,2021-08-09 23:44:07+00:00,12993993,154
511,2021-08-09 01:00:56+00:00,12987859,8
512,2021-08-09 03:44:34+00:00,12988582,279
513,2021-08-09 09:37:57+00:00,12990131,247
514,2021-08-09 15:28:06+00:00,12991743,271
515,2021-08-09 11:40:20+00:00,12990698,31
516,2021-08-09 15:47:39+00:00,12991825,349
517,2021-08-09 13:13:16+00:00,12991146,238
518,2021-08-09 21:20:19+00:00,12993360,190
519,2021-08-09 22:50:07+00:00,12993756,187
520,2021-08-09 18:58:40+00:00,12992717,150
521,2021-08-09 12:22:32+00:00,12990906,335
522,2021-08-09 20:10:19+00:00,12993062,218
523,2021-08-09 01:47:59+00:00,12988065,275
524,2021-08-09 00:35:05+00:00,12987736,281
525,2021-08-09 15:56:14+00:00,12991867,391
526,2021-08-09 17:03:42+00:00,12992187,137
527,2021-08-09 08:33:30+00:00,12989857,138
528,2021-08-09 04:55:10+00:00,12988891,332
529,2021-08-09 04:52:50+00:00,12988875,16
530,2021-08-09 13:02:31+00:00,12991098,189
531,2021-08-09 08:26:21+00:00,12989827,11
532,2021-08-09 08:53:28+00:00,12989935,319
533,2021-08-09 11:23:59+00:00,12990627,240
534,2021-08-09 07:50:29+00:00,12989667,358
535,2021-08-09 07:35:49+00:00,12989599,36
536,2021-08-09 17:46:47+00:00,12992387,464
537,2021-08-09 15:20:11+00:00,12991709,359
538,2021-08-09 08:50:58+00:00,12989925,251
539,2021-08-09 22:55:03+00:00,12993780,128
540,2021-08-09 16:09:24+00:00,12991924,102
541,2021-08-09 10:45:32+00:00,12990432,83
542,2021-08-09 10:59:37+00:00,12990499,117
543,2021-08-09 03:37:35+00:00,12988550,121
544,2021-08-09 21:48:57+00:00,12993483,64
545,2021-08-09 06:54:34+00:00,12989434,416
546,2021-08-09 16:42:01+00:00,12992078,344
547,2021-08-09 01:20:53+00:00,12987949,286
548,2021-08-09 19:58:17+00:00,12993002,270
549,2021-08-09 13:16:08+00:00,12991163,158
550,2021-08-09 01:27:58+00:00,12987970,128
551,2021-08-09 00:13:19+00:00,12987626,66
552,2021-08-09 10:09:06+00:00,12990264,223
553,2021-08-09 07:14:43+00:00,12989524,97
554,2021-08-09 08:54:18+00:00,12989940,314
555,2021-08-09 06:29:22+00:00,12989304,66
556,2021-08-09 14:24:15+00:00,12991463,202
557,2021-08-09 05:28:44+00:00,12989043,159
